Original	Translation
05a69749532faae4	A Ordem da Tinta Vinculada
9ddf3a1703af5e67	Causar dano direto, desviar ou realizar uma esquiva perfeita concede a você uma carga de #HUmbra#E. Este efeito pode ser ativado uma vez a cada 3 segundos. Com 12 cargas, #HUmbra#E ativa um trovão celestial para conceder a você #HThunder Enlightenment - Umbra#E, concedendo a seguinte melhoria:\nReduz o custo de Resistência da #YHabilidade Especial “Golpe do Equilíbrio Interior III”#E da Espada Estratégica em 60%.\nAumenta o #Ydano alto de Sangramento#E da Arte Interna “Horizonte da Espada” em 80% e mantém 1 carga de Sangramento após ativar o dano alto de Sangramento.
2853667172920c9b	Obtido após completar a Missão Capítulo Perdido O Santuário Selvagem
90b38775e7e9b06d	De acordo com Liezi: As Questões de Tang, 'A Espada da Luz Oculta é invisível aos olhos, imperceptível em movimento, atravessa todas as coisas sem que elas saibam.'
e208f4314416b515	Solte uma lanterna de rio e escreva uma mensagem de desejo.
61ffbd14b91b9046	"Pergunte sobre a ""doca em frente ao Salão da Folia"""
687a530a0e818527	Encontrar Velho Amigo - Sangzi
3e34540635066e1b	Enquanto o desastre se espalha na ausência do Mestre do Rio, investigue o Salão da Solidão Eterna para descobrir seu legado de controle de enchentes.
1a8ca53032459cfb	Tian Heng, pai dedicado de Qiao'er, a vê chorando após ter sua arma recusada. Agora ele quer que você se desculpe com ela? (Após o sucesso, você pode fazer amizade com ele e receber presentes semanais deste amigo.)
ce7748de4256d2f6	Atualizações de Artes Místicas podem #Haumentar o poder das suas Artes Místicas#E. Pressione para visualizar.
dc43410e33d39be8	"A malária, também conhecida como ""o tremor"", é causada por parasitas da malária, ar tóxico ou exposição ao vento, frio, calor ou umidade. É mais comum no verão e no outono."
704287815e6342d3	#ede8cf Mestre da Seita das Cavalgadas Furiosas
9e259ff6969b52d0	Vitalidade é necessária para lançar Artes Místicas. Certas ações de recuperação (excluindo atacar, receber um ataque ou desviar um ataque) têm chance de conceder Vitalidade bônus.
cab75ad2745d5aa0	Venha dar uma olhada! Suprimentos domésticos, tesouros curiosos, todo tipo de coisas úteis! Há até mesmo pergaminhos de wulin e artes secretas!
074a3adae57dfafe	[Coleção de Artes Internas 2] Compreenda: #YSword Morph#E, #YMountain's Might#E, #YWildfire Spark#E, #YBattle Anthem#E
797b1b0ad99e6f0a	Estou começando a me perguntar... Será que eu entendi errado? Mas deixe isso pra lá por agora. Tio Yan, qual é a relação entre este Palácio dos Anais e Tian Ying? Por que ele viria aqui?
4d5ab21589ba9985	Vínculo de Pedido (%d/%d)
73cc9df3396bd636	Falsa Acusação: Você foi falsamente acusado por alguém
5391d5a25893c618	Derrote Inimigo Poderoso: Marionete de Sombras - Caia uma vez ({0}/{1})
b54f64619c7cd831	Iniciar #Yrompimento de vínculo#E? Um #Yperíodo de resfriamento de 24 horas#E começará, durante o qual você pode #Rcancelar a solicitação livremente#E.\nRegra do Secto Nuvem Solitária: Uma penalidade severa de #Rredução de Pontos de Disciplina#E será aplicada após um #YRomper#E. Prossiga com cautela.
cefe07b9309eafcd	Campanha Clara: Celeiro Sempre-Normal.
4dbb1ec7aa82add7	Vermelho começa.
6376669bac66dba4	A mãe de Yan Momo faleceu. Ela quer encontrar a flor mais bonita do mundo—essa deve ser sua mãe. (Após o sucesso, você pode fazer amizade com ela e receber presentes semanais desta amiga.)
38a92e4b6914af45	Quer um macarrão? Temos lámen puxado à mão, com molho e de sopa!
ba89413707d6cda2	“Colosso - Ano da Serpente. Nasceu com escamas blindadas, mas a mente é obtusa. Seus ossos foram esculpidos e enterrados.” — Mestre do Rio\vTem mais? Esse Mestre do Rio não pode estar falando sério, tentando criar um loong, sério? Não é possível. \nEstranho... sinto como se alguém estivesse me seguindo. A vela ainda está acesa, não se apagou!
aebb1e125549efdf	Quando o vento maligno entra nos pulmões, surgem tosse e fleuma; aflição prolongada gera consumpção.
e142618caa63eb8a	Causa #G140%#E de dano e aumenta a chance de Língua Afiada em #G2#E acúmulos (#G66%#E), até #G6#E acúmulos.
a6b615817130eb0d	Ei, madame, onde está meu vinho?
b8307f5ff58a19ff	DANO +#G30%#E contra Mestre Fantasma (Qi Esgotado)
aa55266753cd9337	O Escondedor define uma palavra e dá uma pista de 1–2 letras.\nOutros jogadores podem fazer perguntas ou adivinhar a palavra. O Escondedor responde de acordo.\nAdivinhe a palavra correta com base nas respostas do Escondedor.
836982ca834ac82c	Seu golpe acerta. O Colosso ruge de dor. \nDa coroa do peixe, o Mestre do Rio esmaga sua máscara. Luz dourada irrompe de seus olhos, acesa com algo desconhecido. \nEle desembainha sua lâmina e a aponta para os céus. Rancores antigos e novos… todos serão resolvidos nesta noite trovejante.
dbc0c515ffb8d279	"Pergunte o que a jovem quis dizer com ""destino decretado pelo céu"""
09f4dc9303f21f97	Você verifica sua bolsa de moedas
5b5cad4583de8d97	...O Eremita do Casulo?
d40b568a5064d6b5	"""Balsa da Pétala Voadora"""
105ef75821abd6f0	Um aprendiz na Clínica Cuidado Eterno perto do Retiro Feliz. Era um órfão doentio chamado Doudou, foi curado e levado pelo Doutor Tian como discípulo. Eles compartilham um vínculo briguento mas duradouro por mais de uma década.
75a093becd314cea	Alcance o Nv.3 e complete Qinghe Lost Chapter - Another New Wing
e2fbcbf0d6799a2c	Marionete de Sombras - Chamada de Cortina
72e906fa6ac6cf36	Ouvi dos outros no Covil dos Ratos que o Gee tem estado muito em poções ultimamente. Não me diga que ele realmente tomou o veneno — aff, esqueça o que eu disse! Mau presságio!
08fa439f1e39401a	Convidar para partida
23c1275f4d50a3da	Há muito tempo, a Vast Primavera fluía sem limites até o céu.\nAntes da dinastia Xia governar a terra, rios e montanhas já haviam sido conquistados.\nO Rio Amarelo foi desviado de Jishi, esculpindo o Portão do Dragão. Desviado pelos pilares e guiado por suas margens assoreadas.\nDe onde vieram os dragões? Eles foram criados pelos homens. Para onde foram os dragões? Eles foram mortos pelos homens.\nO que foi desviado não deveria ter sido, o que foi represado não deveria ter resistido. As oito grandes planícies foram dragadas, e as águas desapareceram.\nNo Riacho Huzi, as águas murmuravam, e canções surgiram de Xuanfang. Ao Mestre do Rio que governa a corrente, suplicamos que segure o rio em suas mãos.
e6622a1cb0b8d1dc	Vitalidade é necessária para conjurar Artes Místicas. Certas ações de recuperação têm #Y50%#E de chance de conceder #Y1#E de Vitalidade bônus. Nenhuma Vitalidade bônus é concedida quando você ganha Vitalidade atacando, recebendo um golpe ou defletindo um ataque com sucesso.
db6c71c3b5950613	Preste atenção na aula, está bem? Não fique sonhando com guerra como seu pai.
ed529de147695a9b	Agora está claro: qualquer um na cidade que ouse enfrentá-los nunca escapa do castigo.
3fbd0bd6cd4f1025	Conjunto Aleatório e Tomo de Arte Interno
2892c78aca6dc546	Vermelho faz a primeira jogada. \nDê xeque-mate no rei inimigo para vencer.
d8706f5c1f10f411	Requer Nível 32 e conclusão do Capítulo Perdido [Partindo]
08abaa0c0a4bc002	A chance de {} resistir a Língua Afiada aumentou muito! (3 acúmulos)
db626f41247fe692	Tudo bem, tudo bem. Quem te ensinou aquele movimento, agora?
14d36e10445f03c6	Zero
cd359332f281873e	Um novo Mestre dos Grãos chegou recentemente ao Celeiro Sempre-Comum. Os locais sussurram sobre envolvimentos passados entre ele e as aldeias vizinhas...
42e7e7f0450d2160	Arena de Luta Livre
220e47c2308a3793	Recompensas por classificação no Ranking de Vitória Perfeita - Abertura da Marionetaria
177411e5da9efb80	Recompensa de Vínculo de Herói Nv.1
eafc980ab2585ca4	Zhang da Cicatriz, o caçador da Aldeia do Corcel Fino, está trancado há dias. Rumores dizem que um adivinho o avisou que o carma em breve o alcançaria...
706e7bf3d17ef5be	Seu herói vinculado está ocupado. Aguarde um momento.
5a354dcbbcecd77a	A Furo
a8a079aab4540b72	Abre toda @T[wday_7, time_19] e @T[wday_1, time_7]
6bd3e98363b13af5	Entregue as Roupas Sob Medida para Ai Mei
85468bd6f36c2e66	Monge, você está acordado? O que está acontecendo aqui?
a17e677a90448c03	O #NFormação para a Assembleia dos Heróis#E está disponível! Deixe-me ver onde está a Senhorita Bai Rong!
cfdf6e85c596084c	Tantos guardas por perto... Será que é uma armadilha?
c818bf9443fa3043	Osso Quebrado
50fcd1badd0b0ee0	"Complete a missão do Capítulo Fragmento ""Roubo de Habilidades - O Caminho Legítimo"""
a33c2db3198bbe58	Pior ainda! A Irmã Ehuang dedicou sua alma àquela pintura, pincelada por pincelada. Você sabe quanto tempo leva para copiar uma única obra de arte?
be980945d60977a6	Fratura óssea impede Caminhar na Parede.
3934e72a2199fc19	"Este amuleto tem ""Rio Qing"" na frente."
86d02d6612583d04	Causa #G110%#E de dano; #G40%#E de chance de aumentar a Defesa de Língua Afiada, acumulando até #G6#E vezes.
84797186e225c393	Ao usar <Strategic Sword|781|#C|10101> para executar Habilidades Marciais, Habilidades Especiais e Habilidades Carregadas, durante a fase de recuperação você pode executar [#CEspada Sem Restrições#E] para perseguir o inimigo, e pode causar #Ydano alto de Sangramento#E em alvos com pilhas completas de Sangramento, enquanto acumula #CIntenção de Espada Sem Restrições#E para si mesmo. Quando cheia, o próximo [#CEspada Sem Restrições#E] é garantido ser um acerto de Compreensão. Cada lançamento de [#CEspada Sem Restrições#E] restaura Vigor. Quando #CIntenção de Espada Sem Restrições#E não está vazia, o dano alto de Sangramento causado é aumentado.
e7d3b47dae790a55	O que está fazendo aí parado? Sirva o vinho para aquelas mesas!
3c74c8264f3cf6f7	Vim para o oeste visitar um amigo
fa82deabeec7173d	Opa agora, você ficou tagarelando todo tipo de bobagem! Mas acho que tenho que ser o homem maior.
5517fca7ff1a258e	Compreender Arte Interna
39fef83e65e19d87	Não se preocupe, senhorita... Vou garantir que aquele pervertido que colhe flores nunca mais se aproxime de você!
6f627ee58a1847a0	Recompensa de Vínculo do Herói Nv.3
5a2b49756d390177	He Ruiyang ignora você, perdido em sua própria fantasia.
282d1b0f537286f4	Ai Mei do Pátio de Madeira de Jade tem um pedido para você. Disfarce-se de sua irmã mais nova, Ai Mu, e recupere um item misterioso da Sociedade do Véu de Seda.
b0e8237f4bf0f512	Hu Da expressa gratidão e começa a ponderar cuidadosamente.
8152f501cc840664	Pornografia/Vulgaridade
4c72c72486b11896	#YVitalidade#E é necessária para lançar Artes Místicas. Certas ações de recuperação (excluindo atacar, receber um ataque ou desviar um ataque) têm chance de conceder Vitalidade bônus.
c16ecf7a982b7682	O Scriptorium dos Céus Lamentados
7ddf9d509d91f62e	Jactâncias Selvagens
2378900149a53574	Ativar
305fe5486ed14636	Plano de Fundo - Pose
a8bc312775726c50	Habilidade de Artes Marciais
aab13ab5a70b4b74	Vínculo do Herói
8a7ed061decc9da9	Eu deveria estar fazendo as perguntas aqui. Huaixin Post é uma estação imperial. Se as pessoas lá dentro pegarem você se esgueirando, isso não vai acabar bem.
40f1e97fa1315f8c	Oh? Ainda não foi para a cama?
37e0c17bd14bb2d4	Histeria - Forma de Cervo
ca0dd3f0f81e88f9	Capítulo Perdido
391b742337175000	Seu oponente está te avaliando.
91df4b5e6231758e	...Isso é tão clichê! Parece uma história de livro infantil.
8db115158d882e78	Pelos céus acima...
ac09cbdc638dcb7a	<Habilidade Marcial: Fio da Lâmina Amaldiçoada> causa 10 de dano de Qi bônus quando atinge uma unidade que não está se defendendo.
95241f2fa298bf82	Jin Bingcheng termina e parece perdido em pensamentos.
d906701b8d33c5e0	"Pergunte sobre o ""Mestre Mu que é habilidoso em caligrafia"""
dacd826030a2cd95	Você retorna ao Salão das Dez Mil Almas, onde o ancião enigmático ainda esculpe suas tabuinhas. \nVocê sente que pisou em algo, e as tabuinhas dentro do salão viram-se uma por uma. \nMestre do Rio Yu, Mestre do Rio Li Bing, Mestre do Rio Zhang Yanqing, Mestre do Rio Zhu Yu, Mestre do Rio Feng Yi... \n\nNo entanto, a tabuinha central permanece em branco, \ncomo se comemorasse um herói eterno cujo nome se perdeu no tempo. \n\nA enchente recua à distância, revelando a terra há muito esquecida \ne com ela, a esperança eterna da humanidade—rios correndo límpidos, mares calmos e paz perpétua.
ae1d13ba898913e9	Distribuição de Recompensas de Nível de Vínculo do Herói
3ed71bbb5392fc72	Ei, você não entende, eles...
8cd419fd9bce3951	Assim como o poema — flores de pêssego exuberantes brilhando em seu esplendor!
0d5ab3a3a986887f	A outra parte está avaliando sua habilidade no xadrez.
a5d92395358606fb	Ele derrubou um bosque de bambu inteiro!
dacb6063bbd2f69d	"Alguns textos médicos avançados que foram arrumados cuidadosamente. Muitos deles mostravam sinais de terem sido lidos, e os livros sobre fungos e doenças relacionadas ao frio estavam intensamente anotados.\nO extraordinário era que havia três caligrafias diferentes, com os nomes ""Sun Yuan"" e ""Zhu Yu"" assinados após os dois primeiros tipos. A última caligrafia não tinha assinatura, mas... Você sente que já a viu antes."
685c72253df016af	Arte Interna
cc794b22721b648c	Ninguém é mais próximo da Tia Han do que o Doutor Tian. Talvez o Doutor Tian saiba quem é este Chu Qingquan. No entanto, parece que há outras pessoas na vila que estão cientes deste assunto...
11490d8d8538d905	Marionete dos Sonhos
db5fe8618e9a0d58	Então vou levar este! Aposto que é melhor que o seu!
fdfa62673527fa5b	Quando a Trajetória Aprimorada de <Habilidade Marcial: Barreira Esmeralda> está presente, suas habilidades balísticas causam 3 de dano de Qi bônus ao atingir uma unidade não defendida. Intervalo de ativação de 1 segundo.
b2c858579766ac91	Essa é minha irmã...
83d45677f4b18a64	Ouviu as últimas? Tem notícias sobre o Chefe Feng por aí!
1d6eff682ee371e2	Opa agora, você ficou tagarelando todo tipo de bobagem! Mas acho que tenho que ser o homem maior.
1ecf601ffcfbb0ad	Sair da Corte
4e06dd29de4c7cd6	Reduz a Resistência necessária para avançar rapidamente com as Artes Místicas de Movimento [Corrida Celestial] durante o salto em #Y10%#E. Após o pouso, aumenta a Velocidade de Movimento em #Y30%#E por #Y3#E segundos. Restaura PV bônus (#Y1%#E PV Máximo +#Y1.000#E) após derrotar qualquer inimigo.
d101cb3ee2793504	Desbloqueia ou aprimora Arte da Medicina: Arte Interna: Surto Espiritual.
123ac2d7dda58f78	"Pergunte mais sobre a ""Senhora Bai Rong"" mencionada pelo Viajante"
d26ec250614f8080	Aumenta a chance de Língua Afiada, acumulando até 6 vezes.
b5a518addf46eb98	Uma condição desencadeada por exposição prolongada ao frio, causando rigidez semelhante ao gelo. Se não for tratada, pode evoluir para doenças crônicas relacionadas ao frio.
3c0954356e3ee7e4	Pela aparência dele, ele é definitivamente problema—agora ele quer informações sobre um homem barbudo.
6fee93ee8a4a1ff1	Madiao
3acb4906af77a364	"Cinco irmãos jurados que se autodenominam os ""Cinco Ratos"". Os proprietários do Covil dos Ratos."
51199d93c09baf21	Ah, desculpe, senhor. Estamos fechados agora. Por favor, volte amanhã!
8eb6cf429a4539b8	Recompensa da Forja de Espadas para Desafio de Prova: Mestre do Rio
e6904dc499f9045b	Buscador da Luz
25d420af616dcc26	Tudo na Loja da Seda Escarlate é ou um bestseller ou um absoluto sucesso de vendas.
a063c4271d297601	Requer 10 Fragmentos para compreender completamente esta Arte Interna.\n#HHabilidade Passiva:#E Reduz a Resistência necessária para avançar rapidamente com as Artes Místicas de Movimento [Corrida do Caminhar Celestial] durante o salto em #Y10%#E. Após o pouso, aumenta a Velocidade de Movimento em #Y30%#E por 3 segundos. Restaura PV bônus (1% PV Máximo +1.000) após derrotar qualquer inimigo.
